1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,1
29,0
30,0
31,1
32,2
33,0
34,0
35,0
36,2
37,0
38,1
39,0
40,2
41,3
42,0
43,1
44,2
45,1
46,1
47,2
48,3
49,1
50,6
51,1
52,1
53,1
54,1
55,3
56,2
57,3
58,2
59,2
60,3
61,2
62,6
63,1
64,2
65,2
66,1
67,4
68,4
69,1
70,4
71,2
72,2
73,4
74,2
75,1
76,1
77,1
78,1
79,2
80,1
81,1
82,5
83,1
84,1
85,5
86,2
87,1
88,3
89,1
90,3
91,3
92,1
93,1
94,2
95,1
96,2
97,1
98,1
99,1
100,1
101,1
102,3
103,3
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,2
114,1
115,2
116,2
117,1
118,1
119,2
120,4
121,0
122,1
123,0
124,2
125,1
126,1
127,1
128,2
129,1
130,2
131,1
132,0
133,1
134,3
135,0
136,2
137,2
138,2
139,3
140,1
141,1
142,3
143,2
144,1
145,1
146,1
147,1
148,0
149,1
150,3
151,2
152,1
153,1
154,1
155,3
156,1
157,1
158,1
159,1
160,1
161,0
162,1
163,1
164,1
165,3
166,1
167,1
168,2
169,1
170,1
171,1
172,1
173,1
174,0
175,1
176,1
177,2
178,1
179,2
180,0
181,0
182,1
183,2
184,0
185,1
186,1
187,1
188,1
189,0
190,0
191,0
192,0
193,0
194,0
195,1
196,1
197,1
198,0
199,2
200,1
201,1
202,0
203,2
204,0
205,1
206,1
207,1
208,3
209,0
210,2
211,1
212,0
213,0
214,1
215,4
216,1
217,0
218,0
219,1
220,1
221,2
222,3
223,2
224,1
225,2
226,2
227,2
228,0
229,1
230,1
231,2
232,1
233,2
234,2
235,3
236,1
237,1
238,1
239,2
240,1
241,3
242,1
243,1
244,2
245,1
246,2
247,1
248,1
249,1
250,1
251,1
252,1
253,2
254,2
255,2
256,1
257,1
258,3
259,1
260,1
261,1
262,1
263,1
264,0
265,1
266,2
267,1
268,1
269,1
270,1
271,1
272,1
273,2
274,1
275,1
276,1
277,2
278,2
279,0
280,2
281,1
